epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
135,1830.04,0.53423,0.42298,0.9966,0.83054,0.7499,0.85143,0.66259,0.99059,1.84321,1.10912,0.000168909,0.000168909,0.000168909
136,1843.57,0.53175,0.41506,0.99123,0.83063,0.75312,0.85244,0.67333,0.95888,1.80053,1.10292,0.00016443,0.00016443,0.00016443
137,1857.12,0.52351,0.41964,0.99761,0.82621,0.73971,0.83847,0.66051,0.96404,1.82712,1.09919,0.000159952,0.000159952,0.000159952
138,1870.82,0.53138,0.41842,1.00098,0.87507,0.72678,0.84065,0.66395,0.96033,1.9011,1.10305,0.000155474,0.000155474,0.000155474
139,1884.33,0.51733,0.40359,0.99196,0.82185,0.74527,0.84665,0.6745,0.93056,1.80284,1.08887,0.000150995,0.000150995,0.000150995
140,1897.89,0.52595,0.41686,0.9914,0.85459,0.68576,0.82906,0.66655,0.9213,2.02343,1.08613,0.000146517,0.000146517,0.000146517
141,1911.43,0.52095,0.42157,0.99294,0.84749,0.71743,0.8373,0.66675,0.96061,1.86615,1.10756,0.000142039,0.000142039,0.000142039
142,1924.97,0.5161,0.41004,0.98838,0.82115,0.67894,0.80926,0.64633,0.97184,2.0868,1.11223,0.000137561,0.000137561,0.000137561
143,1938.51,0.51652,0.41144,0.99208,0.83349,0.68832,0.80963,0.63585,1.00113,2.05682,1.1171,0.000133082,0.000133082,0.000133082
144,1952.01,0.5219,0.40874,0.9929,0.85565,0.69375,0.8242,0.65259,0.95757,2.00557,1.09976,0.000128604,0.000128604,0.000128604
145,1965.63,0.50734,0.40355,0.98759,0.82846,0.69025,0.83024,0.65348,0.9905,1.99445,1.11013,0.000124126,0.000124126,0.000124126
146,1979.2,0.50773,0.40669,0.98627,0.83594,0.66467,0.79712,0.6323,0.96435,2.12533,1.09024,0.000119647,0.000119647,0.000119647
147,1992.67,0.51853,0.40718,0.99537,0.83208,0.71542,0.81863,0.64686,0.94028,2.01632,1.07629,0.000115169,0.000115169,0.000115169
148,2006.17,0.50252,0.39325,0.98831,0.83657,0.7309,0.83735,0.66338,0.94559,1.8627,1.10342,0.000110691,0.000110691,0.000110691
149,2019.63,0.50386,0.39288,0.97885,0.84766,0.69876,0.81602,0.64698,0.94183,1.96687,1.10071,0.000106212,0.000106212,0.000106212
150,2033.2,0.51054,0.3956,0.99261,0.83866,0.67187,0.78841,0.61735,0.98977,2.08366,1.11472,0.000101734,0.000101734,0.000101734
